State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,STATE_UT_NAME,DISTRICT,ANNUAL
GUJARAT,AMRELI,Damnagar,Coriander(Leaves),Coriander,FAQ,19/05/2025,2200,3050,2850,GUJARAT,AMRELI,567.3
GUJARAT,AMRELI,Savarkundla,Bengal Gram(Gram)(Whole),Average (Whole),Non-FAQ,19/05/2025,5305,5525,5390,GUJARAT,AMRELI,567.3
GUJARAT,AMRELI,Savarkundla,Castor Seed,Castor seed,FAQ,19/05/2025,5500,5970,5750,GUJARAT,AMRELI,567.3
GUJARAT,ANAND,Khambhat(Grain Market),Paddy(Dhan)(Common),Other,FAQ,19/05/2025,1700,2050,1900,,,
GUJARAT,ANAND,Khambhat(Grain Market),Paddy(Dhan)(Common),Paddy,FAQ,19/05/2025,2500,3150,2900,,,
GUJARAT,BANASKANTH,Vadgam,Mustard,Other,FAQ,19/05/2025,5555,5555,5555,,,
GUJARAT,BHARUCH,Jambusar(Kaavi),Bajra(Pearl Millet/Cumbu),Other,FAQ,19/05/2025,2400,2800,2600,GUJARAT,BHARUCH,824.9
GUJARAT,GANDHINAGAR,Mansa(Manas Veg Yard),Bottle gourd,Other,FAQ,19/05/2025,500,500,500,GUJARAT,GANDHINAGAR,752.7
GUJARAT,GANDHINAGAR,Mansa(Manas Veg Yard),Cucumbar(Kheera),Other,FAQ,19/05/2025,1000,2000,1500,GUJARAT,GANDHINAGAR,752.7
GUJARAT,GANDHINAGAR,Mansa(Manas Veg Yard),Tomato,Other,FAQ,19/05/2025,2000,2000,2000,GUJARAT,GANDHINAGAR,752.7
GUJARAT,JUNAGARH,Mangrol,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),FAQ,19/05/2025,5350,5450,5425,,,
GUJARAT,NAVSARI,Bilimora,Tomato,Other,FAQ,19/05/2025,1000,2000,1500,,,
GUJARAT,RAJKOT,Dhoraji,Arhar (Tur/Red Gram)(Whole),Local,Non-FAQ,19/05/2025,6055,6955,6805,GUJARAT,RAJKOT,579.1
GUJARAT,RAJKOT,Rajkot(Veg.Sub Yard),Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,700,1800,1250,GUJARAT,RAJKOT,579.1
GUJARAT,RAJKOT,Rajkot(Veg.Sub Yard),Onion,Onion,FAQ,19/05/2025,150,1075,700,GUJARAT,RAJKOT,579.1
GUJARAT,RAJKOT,Rajkot(Veg.Sub Yard),Tomato,Tomato,FAQ,19/05/2025,1000,2000,1500,GUJARAT,RAJKOT,579.1
GUJARAT,SABARKANTHA,Modasa(Tintoi),Maize,Hybrid Red (Cattle Feed),Non-FAQ,19/05/2025,1700,2100,2100,GUJARAT,SABARKANTHA,816.3
GUJARAT,SURAT,Mahuva(Anaval),Mango,Totapuri,Medium,19/05/2025,1750,2250,2000,GUJARAT,SURAT,1304.7
GUJARAT,SURAT,Mahuva(Anaval),Pointed gourd (Parval),Other,FAQ,19/05/2025,2800,3000,2900,GUJARAT,SURAT,1304.7
GUJARAT,SURAT,Surat,Cauliflower,Other,FAQ,19/05/2025,2500,6000,4250,GUJARAT,SURAT,1304.7
GUJARAT,SURAT,Surat,Onion,Other,FAQ,19/05/2025,600,2100,1350,GUJARAT,SURAT,1304.7
GUJARAT,SURAT,Surat,Ridgeguard(Tori),Other,FAQ,19/05/2025,3000,5500,4250,GUJARAT,SURAT,1304.7
GUJARAT,SURENDRANAGAR,Dhragradhra,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,19/05/2025,17900,20275,20000,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Dhragradhra,Green Gram (Moong)(Whole),Green (Whole),FAQ,19/05/2025,8000,8000,8000,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Dhragradhra,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,19/05/2025,7400,8950,8250,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Dhragradhra,Suva (Dill Seed),Suva (Dill Seed),FAQ,19/05/2025,5000,6840,6500,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Vadhvan,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,3000,3500,3250,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Vadhvan,Carrot,Carrot,FAQ,19/05/2025,2000,2500,2250,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Vadhvan,Drumstick,Drumstick,FAQ,19/05/2025,1500,2000,1750,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Vadhvan,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,19/05/2025,4500,5000,4750,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Vadhvan,Lemon,Lemon,FAQ,19/05/2025,7500,8500,8000,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,SURENDRANAGAR,Vadhvan,Tinda,Tinda,FAQ,19/05/2025,4000,4500,4250,GUJARAT,SURENDRANAGAR,534.6
GUJARAT,VADODARA(BARODA),Padra,Bottle gourd,Other,FAQ,19/05/2025,500,1000,750,,,
GUJARAT,VADODARA(BARODA),Padra,Coriander(Leaves),Other,FAQ,19/05/2025,2000,3000,2500,,,
GUJARAT,VADODARA(BARODA),Padra,Ginger(Green),Other,FAQ,19/05/2025,2500,3000,2750,,,
GUJARAT,VADODARA(BARODA),Padra,Little gourd (Kundru),Other,FAQ,19/05/2025,1250,2750,2000,,,
GUJARAT,VADODARA(BARODA),Padra,Pointed gourd (Parval),Other,FAQ,19/05/2025,4000,4500,4250,,,
HARYANA,FATEHABAD,Fatehabad,Mousambi(Sweet Lime),Other,Large,19/05/2025,3500,3500,3500,HARYANA,FATEHABAD,364.6
HARYANA,GURGAON,Gurgaon,Tomato,Other,Non-FAQ,19/05/2025,800,1000,900,HARYANA,GURGAON,544.0
HARYANA,HISSAR,Hansi,Brinjal,Other,FAQ,19/05/2025,1000,2000,1500,,,
HARYANA,HISSAR,Hansi,Cauliflower,Other,FAQ,19/05/2025,800,1200,1000,,,
HARYANA,HISSAR,Hansi,Potato,Other,Non-FAQ,19/05/2025,1000,3500,1000,,,
HARYANA,KAITHAL,Dhand,Onion,Other,FAQ,19/05/2025,1000,1400,1300,HARYANA,KAITHAL,466.5
HARYANA,KAITHAL,Dhand,Potato,Other,FAQ,19/05/2025,900,1200,1100,HARYANA,KAITHAL,466.5
HARYANA,MAHENDRAGARH-NARNAUL,Narnaul,Chikoos(Sapota),Sapota,Medium,19/05/2025,2000,2000,2000,,,
HARYANA,MAHENDRAGARH-NARNAUL,Narnaul,Cluster beans,Cluster Beans,FAQ,19/05/2025,3000,3000,3000,,,
HARYANA,MAHENDRAGARH-NARNAUL,Narnaul,Coriander(Leaves),Coriander,FAQ,19/05/2025,2000,2000,2000,,,
HARYANA,MAHENDRAGARH-NARNAUL,Narnaul,Ginger(Green),Green Ginger,FAQ,19/05/2025,3500,4000,4000,,,
HARYANA,MAHENDRAGARH-NARNAUL,Narnaul,Spinach,Spinach,FAQ,19/05/2025,1000,1000,1000,,,
HARYANA,MEWAT,FerozpurZirkha(Nagina),Bottle gourd,Other,FAQ,19/05/2025,800,1000,900,HARYANA,MEWAT,572.0
HARYANA,MEWAT,FerozpurZirkha(Nagina),Tomato,Other,FAQ,19/05/2025,400,600,500,HARYANA,MEWAT,572.0
HARYANA,MEWAT,Punhana,Onion,Other,FAQ,19/05/2025,1000,1200,1100,HARYANA,MEWAT,572.0
HARYANA,MEWAT,Punhana,Potato,Other,FAQ,19/05/2025,1200,1400,1300,HARYANA,MEWAT,572.0
HARYANA,MEWAT,Tauru,Lemon,Other,FAQ,19/05/2025,8000,8000,8000,HARYANA,MEWAT,572.0
HARYANA,PANIPAT,Panipat,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,500,700,600,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Panipat,Brinjal,Arkasheela Mattigulla,FAQ,19/05/2025,700,1300,1000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Panipat,Mango,Other,Medium,19/05/2025,2000,8000,5000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Panipat,Onion,Other,FAQ,19/05/2025,500,1300,900,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Panipat,Pomegranate,Pomogranate,Medium,19/05/2025,5000,7000,6000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Panipat,Potato,Other,FAQ,19/05/2025,600,1200,900,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Panipat,Tomato,Other,FAQ,19/05/2025,500,1000,750,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Samalkha,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,700,700,700,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Samalkha,Green Chilli,Green Chilly,FAQ,19/05/2025,2000,2000,2000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Samalkha,Karbuja(Musk Melon),Karbhuja,Large,19/05/2025,1000,1000,1000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Samalkha,Long Melon(Kakri),Long Melon (Kakri),FAQ,19/05/2025,1000,1000,1000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Samalkha,Onion,Local,FAQ,19/05/2025,1000,1000,1000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Samalkha,Ridgeguard(Tori),Other,FAQ,19/05/2025,1000,1000,1000,HARYANA,PANIPAT,624.1
HARYANA,PANIPAT,Samalkha,Water Melon,Water Melon,Large,19/05/2025,600,600,600,HARYANA,PANIPAT,624.1
HARYANA,REWARI,Kosli,Banana,Other,Medium,19/05/2025,2000,2000,2000,HARYANA,REWARI,492.2
HARYANA,REWARI,Kosli,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,2000,2000,2000,HARYANA,REWARI,492.2
HARYANA,REWARI,Kosli,Potato,Other,FAQ,19/05/2025,1000,1000,1000,HARYANA,REWARI,492.2
HARYANA,ROHTAK,Meham,Brinjal,Other,FAQ,19/05/2025,1000,1000,1000,HARYANA,ROHTAK,618.0
HARYANA,ROHTAK,Meham,Mango,Badami,Medium,19/05/2025,4000,5000,4500,HARYANA,ROHTAK,618.0
HARYANA,ROHTAK,Meham,Mousambi(Sweet Lime),Mousambi,Medium,19/05/2025,4500,4500,4500,HARYANA,ROHTAK,618.0
HARYANA,ROHTAK,Meham,Tomato,Deshi,FAQ,19/05/2025,600,1000,800,HARYANA,ROHTAK,618.0
HARYANA,SONIPAT,Ganaur,Green Chilli,Green Chilly,FAQ,19/05/2025,2000,2500,2200,,,
HARYANA,SONIPAT,Ganaur,Lemon,Lemon,FAQ,19/05/2025,9500,10000,9800,,,
HARYANA,SONIPAT,Ganaur,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,19/05/2025,1800,2000,1800,,,
HARYANA,SONIPAT,Ganaur,Peas Wet,Peas Wet,FAQ,19/05/2025,5000,6000,5500,,,
HARYANA,SONIPAT,Ganaur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,19/05/2025,1200,1400,1200,,,
HARYANA,SONIPAT,Ganaur,Tinda,Tinda,FAQ,19/05/2025,2400,2500,2400,,,
HARYANA,SONIPAT,Ganaur,Yam (Ratalu),Yam (Ratalu),FAQ,19/05/2025,3000,3500,3200,,,
HARYANA,SONIPAT,Gohana,Onion,Other,Non-FAQ,19/05/2025,1000,1500,1200,,,
HARYANA,SONIPAT,Gohana,Potato,Other,Non-FAQ,19/05/2025,1000,1500,1200,,,
HARYANA,YAMUNA NAGAR,Radaur,Bottle gourd,Other,FAQ,19/05/2025,400,500,450,,,
HARYANA,YAMUNA NAGAR,Radaur,Cucumbar(Kheera),Other,FAQ,19/05/2025,400,500,450,,,
HARYANA,YAMUNA NAGAR,Sadhaura,Capsicum,Capsicum,FAQ,19/05/2025,1800,2000,1900,,,
HIMACHAL PRADESH,CHAMBA,Chamba,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,3000,3500,3250,,,
HIMACHAL PRADESH,CHAMBA,Chamba,Coriander(Leaves),Other,FAQ,19/05/2025,3500,4000,3750,,,
HIMACHAL PRADESH,CHAMBA,Chamba,French Beans (Frasbean),Other,FAQ,19/05/2025,5000,6000,5500,,,
HIMACHAL PRADESH,CHAMBA,Chamba,Green Chilli,Other,FAQ,19/05/2025,5000,5500,5250,,,
HIMACHAL PRADESH,CHAMBA,Chamba,Onion,Other,FAQ,19/05/2025,1800,2000,1900,,,
HIMACHAL PRADESH,HAMIRPUR,Hamirpur,Brinjal,Other,FAQ,19/05/2025,2000,2600,2400,,,
HIMACHAL PRADESH,HAMIRPUR,Hamirpur,Cucumbar(Kheera),Other,FAQ,19/05/2025,1600,3000,2300,,,
HIMACHAL PRADESH,HAMIRPUR,Hamirpur,Onion,Other,FAQ,19/05/2025,1600,2000,1800,,,
HIMACHAL PRADESH,HAMIRPUR,Hamirpur,Tomato,Other,FAQ,19/05/2025,1500,1800,1650,,,
HIMACHAL PRADESH,HAMIRPUR,Hamirpur,Water Melon,Other,Medium,19/05/2025,1400,1600,1500,,,
HIMACHAL PRADESH,KANGRA,Dharamshala,Banana,Other,Medium,19/05/2025,4300,4400,4350,,,
HIMACHAL PRADESH,KANGRA,Dharamshala,Coriander(Leaves),Other,FAQ,19/05/2025,4000,4500,4250,,,
HIMACHAL PRADESH,KANGRA,Dharamshala,Cucumbar(Kheera),Other,FAQ,19/05/2025,1500,1600,1550,,,
HIMACHAL PRADESH,KANGRA,Dharamshala,Onion,Other,FAQ,19/05/2025,2000,2200,2100,,,
HIMACHAL PRADESH,KANGRA,Dharamshala,Papaya,Other,Medium,19/05/2025,4000,4500,4250,,,
HIMACHAL PRADESH,KANGRA,Kangra,French Beans (Frasbean),Other,FAQ,19/05/2025,7000,8000,7500,,,
HIMACHAL PRADESH,KANGRA,Kangra,Grapes,Other,Medium,19/05/2025,9000,10000,9500,,,
HIMACHAL PRADESH,KANGRA,Kangra,Mango,Other,Medium,19/05/2025,5000,8000,6000,,,
HIMACHAL PRADESH,KANGRA,Kangra,Papaya,Other,Medium,19/05/2025,3000,3500,3200,,,
HIMACHAL PRADESH,KANGRA,Kangra,Plum,Other,Medium,19/05/2025,5000,10000,8000,,,
HIMACHAL PRADESH,KANGRA,Kangra,Spinach,Other,FAQ,19/05/2025,2500,3000,2700,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Apple,Apple,Medium,19/05/2025,15000,16000,15500,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,3200,3400,3200,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Carrot,Carrot,FAQ,19/05/2025,2000,2200,2100,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Coriander(Leaves),Coriander,FAQ,19/05/2025,4500,5000,4800,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,1600,2400,2000,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Ginger(Green),Green Ginger,FAQ,19/05/2025,6000,7000,6500,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Lemon,Lemon,FAQ,19/05/2025,9000,11000,10500,,,
HIMACHAL PRADESH,KANGRA,Kangra(Baijnath),Tomato,Tomato,FAQ,19/05/2025,1200,1500,1300,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Banana,Banana - Ripe,Medium,19/05/2025,4700,5000,4900,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Bottle gourd,Bottle Gourd,FAQ,19/05/2025,2000,2200,2100,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Capsicum,Capsicum,FAQ,19/05/2025,3000,3500,3300,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Garlic,Average,FAQ,19/05/2025,9500,10000,9800,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Grapes,Annabesahai,Medium,19/05/2025,10000,11500,10800,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Mashrooms,Mashrooms,FAQ,19/05/2025,15000,16000,15500,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Peas Wet,Peas Wet,FAQ,19/05/2025,8500,9500,9000,,,
HIMACHAL PRADESH,KANGRA,Kangra(Jaisinghpur),Sponge gourd,Sponge gourd,FAQ,19/05/2025,2800,3200,3000,,,
HIMACHAL PRADESH,KANGRA,Kangra(Nagrota Bagwan),Brinjal,Arkasheela Mattigulla,FAQ,19/05/2025,1000,2000,1400,,,
HIMACHAL PRADESH,KANGRA,Kangra(Nagrota Bagwan),Karbuja(Musk Melon),Karbhuja,Medium,19/05/2025,1800,2200,2000,,,
HIMACHAL PRADESH,KANGRA,Kangra(Nagrota Bagwan),Lemon,Lemon,FAQ,19/05/2025,9000,10000,9500,,,
HIMACHAL PRADESH,KANGRA,Kangra(Nagrota Bagwan),Tomato,Deshi,FAQ,19/05/2025,1000,1200,1100,,,
HIMACHAL PRADESH,KANGRA,Kangra(Nagrota Bagwan),Water Melon,Other,Medium,19/05/2025,1000,1500,1200,,,
HIMACHAL PRADESH,KANGRA,Palampur,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,3000,3200,3100,,,
HIMACHAL PRADESH,KANGRA,Palampur,Brinjal,Brinjal,FAQ,19/05/2025,2300,2500,2400,,,
HIMACHAL PRADESH,KANGRA,Palampur,Karbuja(Musk Melon),Karbhuja,Medium,19/05/2025,2000,2200,2100,,,
HIMACHAL PRADESH,KANGRA,Palampur,Lemon,Other,FAQ,19/05/2025,8000,9000,8800,,,
HIMACHAL PRADESH,KANGRA,Palampur,Mashrooms,Other,FAQ,19/05/2025,14500,16000,15500,,,
HIMACHAL PRADESH,KANGRA,Palampur,Papaya,Other,Medium,19/05/2025,4000,4500,4300,,,
HIMACHAL PRADESH,KANGRA,Palampur,Potato,Other,FAQ,19/05/2025,1200,1300,1250,,,
HIMACHAL PRADESH,SOLAN,Solan(Nalagarh),Water Melon,Other,Medium,19/05/2025,1000,1200,1100,,,
JAMMU AND KASHMIR,KATHUA,Kathua,Bottle gourd,Other,FAQ,19/05/2025,700,800,750,JAMMU AND KASHMIR,KATHUA,1268.2
JAMMU AND KASHMIR,KATHUA,Kathua,Garlic,Garlic,FAQ,19/05/2025,6000,7000,6500,JAMMU AND KASHMIR,KATHUA,1268.2
JAMMU AND KASHMIR,KATHUA,Kathua,Knool Khol,Other,FAQ,19/05/2025,1000,1200,1100,JAMMU AND KASHMIR,KATHUA,1268.2
JAMMU AND KASHMIR,KATHUA,Kathua,Mashrooms,Mashrooms,FAQ,19/05/2025,10000,11000,10500,JAMMU AND KASHMIR,KATHUA,1268.2
JAMMU AND KASHMIR,KATHUA,Kathua,Onion,Other,FAQ,19/05/2025,1200,1300,1250,JAMMU AND KASHMIR,KATHUA,1268.2
JAMMU AND KASHMIR,RAJOURI,Rajouri (F&V),Bhindi(Ladies Finger),Other,FAQ,19/05/2025,3500,3700,3600,JAMMU AND KASHMIR,RAJOURI,957.2
JAMMU AND KASHMIR,RAJOURI,Rajouri (F&V),Capsicum,Other,FAQ,19/05/2025,3500,3700,3600,JAMMU AND KASHMIR,RAJOURI,957.2
JAMMU AND KASHMIR,RAJOURI,Rajouri (F&V),Mango,Safeda,Medium,19/05/2025,6000,6200,6100,JAMMU AND KASHMIR,RAJOURI,957.2
KERALA,ALAPPUZHA,Chengannur,Bitter gourd,Other,FAQ,19/05/2025,7500,8200,8000,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Chengannur,Cabbage,Other,FAQ,19/05/2025,2800,3100,3000,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Chengannur,Cucumbar(Kheera),Other,FAQ,19/05/2025,1900,2200,2000,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Chengannur,Onion,Onion,FAQ,19/05/2025,1900,2200,2000,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Chengannur,Potato,Potato,FAQ,19/05/2025,3300,3600,3500,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Cherthala,Amaranthus,Other,FAQ,19/05/2025,5000,5200,5100,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Cherthala,Banana - Green,Banana - Green,FAQ,19/05/2025,3200,3400,3300,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Cherthala,Beetroot,Other,FAQ,19/05/2025,4000,4200,4100,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Cherthala,Cabbage,Cabbage,FAQ,19/05/2025,3300,3500,3400,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Cherthala,Cowpea(Veg),Cowpea (Veg),FAQ,19/05/2025,4500,4700,4600,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Cherthala,Little gourd (Kundru),Other,FAQ,19/05/2025,3200,3400,3300,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Harippad,Beetroot,Other,FAQ,19/05/2025,4000,4500,4000,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Harippad,Green Chilli,Other,FAQ,19/05/2025,4000,4500,4000,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Mannar,Ashgourd,Other,FAQ,19/05/2025,2000,2200,2100,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Mannar,Bitter gourd,Other,FAQ,19/05/2025,7800,8000,7900,KERALA,ALAPPUZHA,2841.2
KERALA,ALAPPUZHA,Mannar,Colacasia,Other,FAQ,19/05/2025,6000,6200,6100,KERALA,ALAPPUZHA,2841.2
KERALA,ERNAKULAM,Angamaly,Ashgourd,Ashgourd,FAQ,19/05/2025,2000,3000,2500,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Angamaly,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,2600,4000,3000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Angamaly,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,6500,8000,7000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Angamaly,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,2000,3000,2500,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Angamaly,Brinjal,Brinjal,FAQ,19/05/2025,3200,5000,4000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Angamaly,Colacasia,Other,FAQ,19/05/2025,5000,7000,6000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Angamaly,Onion,Big,FAQ,19/05/2025,2400,3200,3000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Angamaly,Tapioca,Tapioca,FAQ,19/05/2025,3000,4000,3500,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Ernakulam,Ashgourd,Ashgourd,FAQ,19/05/2025,1500,1800,1600,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Ernakulam,Banana,Palayamthodan,Medium,19/05/2025,2900,3200,3100,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,North Paravur,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,7000,8000,7500,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,North Paravur,Black pepper,Garbled,FAQ,19/05/2025,70000,90000,80000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,North Paravur,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,1500,2500,2000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,North Paravur,Brinjal,Arkasheela Mattigulla,FAQ,19/05/2025,2800,3500,3000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,North Paravur,Ginger(Green),Green Ginger,FAQ,19/05/2025,5000,6000,5500,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Banana - Green,Banana - Green,FAQ,19/05/2025,4300,5300,4700,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,2600,3600,3000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Brinjal,Brinjal,FAQ,19/05/2025,2200,3200,2700,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Colacasia,Other,FAQ,19/05/2025,4800,5800,5200,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Lemon,Lemon,FAQ,19/05/2025,7500,8500,8000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Potato,Potato,FAQ,19/05/2025,2400,3400,2700,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Pumpkin,Pumpkin,FAQ,19/05/2025,1000,2000,1500,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Perumbavoor,Snakeguard,Snakeguard,FAQ,19/05/2025,2200,3200,2700,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Thrippunithura,Ashgourd,Ashgourd,FAQ,19/05/2025,2400,4000,2600,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Thrippunithura,Banana,Palayamthodan,Medium,19/05/2025,3000,4000,3200,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Thrippunithura,Capsicum,Capsicum,FAQ,19/05/2025,7000,10000,8000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Thrippunithura,Carrot,Carrot,FAQ,19/05/2025,4800,6000,5000,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Thrippunithura,Cowpea(Veg),Cowpea (Veg),FAQ,19/05/2025,4000,5000,4200,KERALA,ERNAKULAM,3029.9
KERALA,ERNAKULAM,Thrippunithura,Lemon,Other,FAQ,19/05/2025,13000,14000,13200,KERALA,ERNAKULAM,3029.9
KERALA,KANNUR,Thalasserry,Banana,Other,Large,19/05/2025,5400,5600,5500,,,
KERALA,KANNUR,Thalasserry,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,3400,3600,3500,,,
KERALA,KANNUR,Thalasserry,Coconut Oil,Other,FAQ,19/05/2025,28500,29500,29000,,,
KERALA,KOTTAYAM,Ettumanoor,Bitter gourd,Other,FAQ,19/05/2025,8000,8200,8100,KERALA,KOTTAYAM,2930.5
KERALA,KOTTAYAM,Ettumanoor,Colacasia,Other,FAQ,19/05/2025,6000,7000,6500,KERALA,KOTTAYAM,2930.5
KERALA,KOTTAYAM,Pampady,Banana,Palayamthodan,Medium,19/05/2025,1500,2500,2000,KERALA,KOTTAYAM,2930.5
KERALA,KOTTAYAM,Pampady,Indian Beans (Seam),Other,FAQ,19/05/2025,7800,9000,8500,KERALA,KOTTAYAM,2930.5
KERALA,KOTTAYAM,Pampady,Mango (Raw-Ripe),Other,FAQ,19/05/2025,3000,4500,4000,KERALA,KOTTAYAM,2930.5
KERALA,KOTTAYAM,Pampady,Tapioca,Tapioca,FAQ,19/05/2025,3000,4500,4000,KERALA,KOTTAYAM,2930.5
KERALA,KOTTAYAM,Thalayolaparambu,Ashgourd,Ashgourd,FAQ,19/05/2025,1600,2000,1700,KERALA,KOTTAYAM,2930.5
KERALA,KOZHIKODE(CALICUT),Mukkom,Amphophalus,Amphophalus,FAQ,19/05/2025,6500,6800,6600,,,
